difficulty	episode	section_id	box	item	drop_rate
hard	1	Pinkal	Forest 1	Amplifier of Barta	0.0014648365974775516
hard	1	Redria	Forest 1	AddSlot	0.0007934555783894439
hard	1	Redria	Forest 1	AddSlot	0.001342768520134814
hard	1	Redria	Forest 1	Recovery Barrier	0.0008544890582676089
hard	1	Yellowboze	Forest 1	AddSlot	0.0008544890582676089
hard	1	Yellowboze	Forest 1	Amplifier of Shifta	0.0008544890582676089
hard	1	Whitill	Forest 1	Amplifier of Barta	0.0008544890582676089
hard	1	Viridia	Forest 2	Amplifier of Foie	0.0008544890582676089
hard	1	Viridia	Forest 2	Amplifier of Shifta	0.0008544890582676089
hard	1	Greenill	Forest 2	Amplifier of Resta	0.0008544890582676089
hard	1	Skyly	Forest 2	Amplifier of Foie	0.0008544890582676089
hard	1	Skyly	Forest 2	Amplifier of Shifta	0.0008544890582676089
hard	1	Bluefull	Forest 2	Amplifier of Foie	0.0008544890582676089
hard	1	Purplenum	Forest 2	Amplifier of Anti	0.0008544890582676089
hard	1	Pinkal	Forest 2	Amplifier of Resta	0.0008544890582676089
hard	1	Pinkal	Forest 2	Amplifier of Foie	0.0014648365974775516
hard	1	Oran	Forest 2	AddSlot	0.0008544890582676089
hard	1	Oran	Forest 2	Amplifier of Foie	0.0008544890582676089
hard	1	Oran	Forest 2	Amplifier of Anti	0.0008544890582676089
hard	1	Whitill	Forest 2	Amplifier of Foie	0.0008544890582676089
hard	1	Whitill	Forest 2	Amplifier of Shifta	0.0008544890582676089
hard	1	Viridia	Cave 1	Amplifier of Resta	0.0008544890582676089
hard	1	Skyly	Cave 1	Amplifier of Resta	0.0008544890582676089
hard	1	Bluefull	Cave 1	Amplifier of Zonde	0.0008544890582676089
hard	1	Bluefull	Cave 1	Amplifier of Deband	0.0008544890582676089
hard	1	Purplenum	Cave 1	Amplifier of Zonde	0.0008544890582676089
hard	1	Purplenum	Cave 1	Assist Barrier	0.0008544890582676089
hard	1	Pinkal	Cave 1	Amplifier of Zonde	0.0014648365974775516
hard	1	Redria	Cave 1	AddSlot	0.001342768520134814
hard	1	Redria	Cave 1	Amplifier of Resta	0.0008544890582676089
hard	1	Oran	Cave 1	Amplifier of Zonde	0.0008544890582676089
hard	1	Oran	Cave 1	Assist Barrier	0.0008544890582676089
hard	1	Yellowboze	Cave 1	AddSlot	0.0008544890582676089
hard	1	Yellowboze	Cave 1	Amplifier of Deband	0.0008544890582676089
hard	1	Whitill	Cave 1	Amplifier of Resta	0.0008544890582676089
hard	1	Viridia	Cave 2	AddSlot	0.0008544890582676089
hard	1	Viridia	Cave 2	Blue Barrier	0.0008544890582676089
hard	1	Greenill	Cave 2	Blue Barrier	0.0008544890582676089
hard	1	Bluefull	Cave 2	Amplifier of Gizonde	0.0008544890582676089
hard	1	Purplenum	Cave 2	Amplifier of Gizonde	0.0008544890582676089
hard	1	Purplenum	Cave 2	Blue Barrier	0.0008544890582676089
hard	1	Purplenum	Cave 2	Amplifier of Deband	0.0008544890582676089
hard	1	Pinkal	Cave 2	Amplifier of Gizonde	0.0014648365974775516
hard	1	Pinkal	Cave 2	Blue Barrier	0.0014648365974775516
hard	1	Redria	Cave 2	Blue Barrier	0.0007934555783894439
hard	1	Oran	Cave 2	Amplifier of Gizonde	0.0008544890582676089
hard	1	Oran	Cave 2	Amplifier of Deband	0.0008544890582676089
hard	1	Yellowboze	Cave 2	Blue Barrier	0.0008544890582676089
hard	1	Whitill	Cave 2	AddSlot	0.0008544890582676089
hard	1	Whitill	Cave 2	Blue Barrier	0.0008544890582676089
hard	1	Viridia	Cave 3	Arms	0.0021972709894311263
hard	1	Viridia	Cave 3	Gungnir	0.0021972709894311263
hard	1	Viridia	Cave 3	Amplifier of Gifoie	0.0008544890582676089
hard	1	Greenill	Cave 3	Laser	0.0021972709894311263
hard	1	Greenill	Cave 3	Ripper	0.0021972709894311263
hard	1	Greenill	Cave 3	Recovery Barrier	0.0008544890582676089
hard	1	Skyly	Cave 3	Calibur	0.0021972709894311263
hard	1	Skyly	Cave 3	Laser	0.0021972709894311263
hard	1	Skyly	Cave 3	Amplifier of Gifoie	0.0008544890582676089
hard	1	Bluefull	Cave 3	Gungnir	0.0021972709894311263
hard	1	Bluefull	Cave 3	Pillar	0.0021972709894311263
hard	1	Bluefull	Cave 3	Amplifier of Gifoie	0.0008544890582676089
hard	1	Bluefull	Cave 3	Recovery Barrier	0.0008544890582676089
hard	1	Purplenum	Cave 3	Vulcan	0.0021972709894311263
hard	1	Purplenum	Cave 3	Ripper	0.0021972709894311263
hard	1	Purplenum	Cave 3	AddSlot	0.0008544890582676089
hard	1	Pinkal	Cave 3	Scepter	0.0021972709894311263
hard	1	Pinkal	Cave 3	Gungnir	0.0021972709894311263
hard	1	Pinkal	Cave 3	Recovery Barrier	0.0008544890582676089
hard	1	Pinkal	Cave 3	Amplifier of Gifoie	0.0014648365974775516
hard	1	Redria	Cave 3	Diska	0.0021972709894311263
hard	1	Redria	Cave 3	Arms	0.0021972709894311263
hard	1	Redria	Cave 3	Amplifier of Anti	0.0008544890582676089
hard	1	Oran	Cave 3	Ripper	0.0021972709894311263
hard	1	Oran	Cave 3	Calibur	0.0021972709894311263
hard	1	Oran	Cave 3	Amplifier of Gifoie	0.0008544890582676089
hard	1	Yellowboze	Cave 3	Recovery Barrier	0.0008544890582676089
hard	1	Whitill	Cave 3	Diska	0.0021972709894311263
hard	1	Whitill	Cave 3	Vulcan	0.0021972709894311263
hard	1	Whitill	Cave 3	Amplifier of Gifoie	0.0008544890582676089
hard	1	Viridia	Mine 1	Mag	0.008788890841975743
hard	1	Viridia	Mine 1	Red Barrier	0.0005493177473577816
hard	1	Viridia	Mine 1	Amplifier of Gibarta	0.0008544890582676089
hard	1	Greenill	Mine 1	Mag	0.008788890841975743
hard	1	Greenill	Mine 1	Assist Barrier	0.0005493177473577816
hard	1	Greenill	Mine 1	Amplifier of Gibarta	0.0008544890582676089
hard	1	Greenill	Mine 1	Amplifier of Anti	0.0008544890582676089
hard	1	Skyly	Mine 1	Mag	0.008788890841975743
hard	1	Skyly	Mine 1	Yellow Barrier	0.0005493177473577816
hard	1	Bluefull	Mine 1	Mag	0.008788890841975743
hard	1	Bluefull	Mine 1	Recovery Barrier	0.0005493177473577816
hard	1	Bluefull	Mine 1	AddSlot	0.0008544890582676089
hard	1	Bluefull	Mine 1	Amplifier of Anti	0.0008544890582676089
hard	1	Purplenum	Mine 1	Mag	0.008788890841975743
hard	1	Purplenum	Mine 1	Yellow Barrier	0.0005493177473577816
hard	1	Purplenum	Mine 1	Amplifier of Gibarta	0.0008544890582676089
hard	1	Purplenum	Mine 1	Recovery Barrier	0.0008544890582676089
hard	1	Pinkal	Mine 1	Mag	0.008788890841975743
hard	1	Pinkal	Mine 1	Amplifier of Anti	0.0008544890582676089
hard	1	Pinkal	Mine 1	Amplifier of Gibarta	0.0014648365974775516
hard	1	Redria	Mine 1	Mag	0.008788890841975743
hard	1	Redria	Mine 1	Red Barrier	0.0007934555783894439
hard	1	Redria	Mine 1	Yellow Barrier	0.0007934555783894439
hard	1	Redria	Mine 1	AddSlot	0.001342768520134814
hard	1	Oran	Mine 1	Mag	0.008788890841975743
hard	1	Oran	Mine 1	Recovery Barrier	0.0005493177473577816
hard	1	Oran	Mine 1	Recovery Barrier	0.0008544890582676089
hard	1	Yellowboze	Mine 1	Mag	0.008788890841975743
hard	1	Yellowboze	Mine 1	Blue Barrier	0.0005493177473577816
hard	1	Yellowboze	Mine 1	Yellow Barrier	0.0005493177473577816
hard	1	Yellowboze	Mine 1	AddSlot	0.0008544890582676089
hard	1	Yellowboze	Mine 1	Amplifier of Anti	0.0008544890582676089
hard	1	Whitill	Mine 1	Mag	0.008788890841975743
hard	1	Whitill	Mine 1	Assist Barrier	0.0005493177473577816
hard	1	Whitill	Mine 1	Amplifier of Gibarta	0.0008544890582676089
hard	1	Viridia	Mine 2	Mag	0.00390625
hard	1	Viridia	Mine 2	Arms	0.002685573101299817
hard	1	Viridia	Mine 2	Gungnir	0.002685573101299817
hard	1	Viridia	Mine 2	Red Barrier	0.0005493177473577816
hard	1	Viridia	Mine 2	Amplifier of Rabarta	0.0008544890582676089
hard	1	Viridia	Mine 2	Recovery Barrier	0.0008544890582676089
hard	1	Greenill	Mine 2	Mag	0.00390625
hard	1	Greenill	Mine 2	Laser	0.002685573101299817
hard	1	Greenill	Mine 2	Ripper	0.002685573101299817
hard	1	Greenill	Mine 2	Assist Barrier	0.0005493177473577816
hard	1	Greenill	Mine 2	Amplifier of Rabarta	0.0008544890582676089
hard	1	Skyly	Mine 2	Mag	0.00390625
hard	1	Skyly	Mine 2	Calibur	0.002685573101299817
hard	1	Skyly	Mine 2	Laser	0.002685573101299817
hard	1	Skyly	Mine 2	Yellow Barrier	0.0005493177473577816
hard	1	Skyly	Mine 2	AddSlot	0.0008544890582676089
hard	1	Skyly	Mine 2	Recovery Barrier	0.0008544890582676089
hard	1	Bluefull	Mine 2	Mag	0.00390625
hard	1	Bluefull	Mine 2	Gungnir	0.002685573101299817
hard	1	Bluefull	Mine 2	Pillar	0.002685573101299817
hard	1	Bluefull	Mine 2	Recovery Barrier	0.0005493177473577816
hard	1	Bluefull	Mine 2	Yellow Barrier	0.0008544890582676089
hard	1	Bluefull	Mine 2	Amplifier of Resta	0.0008544890582676089
hard	1	Purplenum	Mine 2	Mag	0.00390625
hard	1	Purplenum	Mine 2	Vulcan	0.002685573101299817
hard	1	Purplenum	Mine 2	Ripper	0.002685573101299817
hard	1	Purplenum	Mine 2	Yellow Barrier	0.0005493177473577816
hard	1	Purplenum	Mine 2	Amplifier of Rabarta	0.0008544890582676089
hard	1	Purplenum	Mine 2	Yellow Barrier	0.0008544890582676089
hard	1	Pinkal	Mine 2	Mag	0.00390625
hard	1	Pinkal	Mine 2	Scepter	0.002685573101299817
hard	1	Pinkal	Mine 2	Gungnir	0.002685573101299817
hard	1	Pinkal	Mine 2	Amplifier of Rabarta	0.0014648365974775516
hard	1	Pinkal	Mine 2	Yellow Barrier	0.0014648365974775516
hard	1	Redria	Mine 2	Mag	0.00390625
hard	1	Redria	Mine 2	Diska	0.002685573101299817
hard	1	Redria	Mine 2	Arms	0.002685573101299817
hard	1	Redria	Mine 2	Red Barrier	0.0007934555783894439
hard	1	Redria	Mine 2	Yellow Barrier	0.0007934555783894439
hard	1	Redria	Mine 2	Yellow Barrier	0.0007934555783894439
hard	1	Redria	Mine 2	Amplifier of Shifta	0.0008544890582676089
hard	1	Oran	Mine 2	Mag	0.00390625
hard	1	Oran	Mine 2	Ripper	0.002685573101299817
hard	1	Oran	Mine 2	Calibur	0.002685573101299817
hard	1	Oran	Mine 2	Recovery Barrier	0.0005493177473577816
hard	1	Oran	Mine 2	Yellow Barrier	0.0008544890582676089
hard	1	Yellowboze	Mine 2	Mag	0.00390625
hard	1	Yellowboze	Mine 2	Blue Barrier	0.0005493177473577816
hard	1	Yellowboze	Mine 2	Yellow Barrier	0.0005493177473577816
hard	1	Yellowboze	Mine 2	Yellow Barrier	0.0008544890582676089
hard	1	Yellowboze	Mine 2	Amplifier of Resta	0.0008544890582676089
hard	1	Whitill	Mine 2	Mag	0.00390625
hard	1	Whitill	Mine 2	Diska	0.002685573101299817
hard	1	Whitill	Mine 2	Vulcan	0.002685573101299817
hard	1	Whitill	Mine 2	Assist Barrier	0.0005493177473577816
hard	1	Whitill	Mine 2	Amplifier of Rabarta	0.0008544890582676089
hard	1	Whitill	Mine 2	Recovery Barrier	0.0008544890582676089
hard	1	Viridia	Ruins 1	Amplifier of Rafoie	0.0008544890582676089
hard	1	Viridia	Ruins 1	Amplifier of Deband	0.0008544890582676089
hard	1	Greenill	Ruins 1	AddSlot	0.0008544890582676089
hard	1	Skyly	Ruins 1	Amplifier of Rafoie	0.0008544890582676089
hard	1	Skyly	Ruins 1	Amplifier of Red 	0.0008544890582676089
hard	1	Skyly	Ruins 1	Amplifier of Deband	0.0008544890582676089
hard	1	Bluefull	Ruins 1	Amplifier of Rafoie	0.0008544890582676089
hard	1	Purplenum	Ruins 1	Amplifier of Resta	0.0008544890582676089
hard	1	Pinkal	Ruins 1	Amplifier of Rafoie	0.0014648365974775516
hard	1	Pinkal	Ruins 1	Amplifier of Red 	0.0014648365974775516
hard	1	Redria	Ruins 1	Amplifier of Red 	0.0007934555783894439
hard	1	Oran	Ruins 1	Amplifier of Rafoie	0.0008544890582676089
hard	1	Oran	Ruins 1	Amplifier of Resta	0.0008544890582676089
hard	1	Yellowboze	Ruins 1	AddSlot	0.0008544890582676089
hard	1	Yellowboze	Ruins 1	Amplifier of Red 	0.0008544890582676089
hard	1	Whitill	Ruins 1	Amplifier of Rafoie	0.0008544890582676089
hard	1	Whitill	Ruins 1	Amplifier of Deband	0.0008544890582676089
hard	1	Viridia	Ruins 2	Red Barrier	0.0008544890582676089
hard	1	Viridia	Ruins 2	Amplifier of Anti	0.0008544890582676089
hard	1	Greenill	Ruins 2	Assist Barrier	0.0008544890582676089
hard	1	Skyly	Ruins 2	Red Barrier	0.0008544890582676089
hard	1	Skyly	Ruins 2	Amplifier of Anti	0.0008544890582676089
hard	1	Bluefull	Ruins 2	Amplifier of Razonde	0.0008544890582676089
hard	1	Bluefull	Ruins 2	Red Barrier	0.0008544890582676089
hard	1	Bluefull	Ruins 2	Assist Barrier	0.0008544890582676089
hard	1	Purplenum	Ruins 2	Amplifier of Razonde	0.0008544890582676089
hard	1	Pinkal	Ruins 2	Assist Barrier	0.0008544890582676089
hard	1	Pinkal	Ruins 2	Amplifier of Razonde	0.0014648365974775516
hard	1	Pinkal	Ruins 2	Amplifier of Yellow	0.0014648365974775516
hard	1	Pinkal	Ruins 2	Red Barrier	0.0014648365974775516
hard	1	Redria	Ruins 2	Amplifier of Yellow	0.0007934555783894439
hard	1	Redria	Ruins 2	Red Barrier	0.0007934555783894439
hard	1	Redria	Ruins 2	Amplifier of Deband	0.0008544890582676089
hard	1	Oran	Ruins 2	Amplifier of Razonde	0.0008544890582676089
hard	1	Oran	Ruins 2	Red Barrier	0.0008544890582676089
hard	1	Yellowboze	Ruins 2	Amplifier of Yellow	0.0008544890582676089
hard	1	Yellowboze	Ruins 2	Red Barrier	0.0008544890582676089
hard	1	Yellowboze	Ruins 2	Assist Barrier	0.0008544890582676089
hard	1	Whitill	Ruins 2	Red Barrier	0.0008544890582676089
hard	1	Whitill	Ruins 2	Amplifier of Anti	0.0008544890582676089
hard	1	Viridia	Ruins 3	Crush Bullet	0.0031737971308873937
hard	1	Viridia	Ruins 3	Brionac	0.0031737971308873937
hard	1	Viridia	Ruins 3	Assist Barrier	0.0008544890582676089
hard	1	Greenill	Ruins 3	Visk-235W	0.0031737971308873937
hard	1	Greenill	Ruins 3	Blade Dance	0.0031737971308873937
hard	1	Greenill	Ruins 3	Amplifier of Blue	0.0008544890582676089
hard	1	Greenill	Ruins 3	Amplifier of Shifta	0.0008544890582676089
hard	1	Skyly	Ruins 3	Flowen's Sword	0.0031737971308873937
hard	1	Skyly	Ruins 3	Visk-235W	0.0031737971308873937
hard	1	Skyly	Ruins 3	Assist Barrier	0.0008544890582676089
hard	1	Bluefull	Ruins 3	Brionac	0.0031737971308873937
hard	1	Bluefull	Ruins 3	Striker	0.0031737971308873937
hard	1	Purplenum	Ruins 3	M&A60 Vise	0.0031737971308873937
hard	1	Purplenum	Ruins 3	Blade Dance	0.0031737971308873937
hard	1	Purplenum	Ruins 3	Amplifier of Shifta	0.0008544890582676089
hard	1	Pinkal	Ruins 3	Fire Scepter: Agni	0.0031737971308873937
hard	1	Pinkal	Ruins 3	Brionac	0.0031737971308873937
hard	1	Pinkal	Ruins 3	Amplifier of Shifta	0.0008544890582676089
hard	1	Pinkal	Ruins 3	AddSlot	0.0014648365974775516
hard	1	Pinkal	Ruins 3	Amplifier of Blue	0.0014648365974775516
hard	1	Redria	Ruins 3	Slicer of Assassin	0.0031737971308873937
hard	1	Redria	Ruins 3	Crush Bullet	0.0031737971308873937
hard	1	Redria	Ruins 3	Amplifier of Blue	0.0007934555783894439
hard	1	Redria	Ruins 3	Assist Barrier	0.0008544890582676089
hard	1	Oran	Ruins 3	Blade Dance	0.0031737971308873937
hard	1	Oran	Ruins 3	Flowen's Sword	0.0031737971308873937
hard	1	Oran	Ruins 3	Amplifier of Shifta	0.0008544890582676089
hard	1	Yellowboze	Ruins 3	Amplifier of Blue	0.0008544890582676089
hard	1	Whitill	Ruins 3	Slicer of Assassin	0.0031737971308873937
hard	1	Whitill	Ruins 3	M&A60 Vise	0.0031737971308873937
hard	1	Whitill	Ruins 3	Assist Barrier	0.0008544890582676089
hard	2	Bluefull	VR Temple: Alpha	Amplifier of Zonde	0.0008544890582676089
hard	2	Purplenum	VR Temple: Alpha	Amplifier of Zonde	0.0008544890582676089
hard	2	Pinkal	VR Temple: Alpha	Amplifier of Zonde	0.0008544890582676089
hard	2	Redria	VR Temple: Alpha	Amplifier of Zonde	0.0008544890582676089
hard	2	Oran	VR Temple: Alpha	AddSlot	0.0008544890582676089
hard	2	Oran	VR Temple: Alpha	Amplifier of Zonde	0.0008544890582676089
hard	2	Yellowboze	VR Temple: Alpha	AddSlot	0.0008544890582676089
hard	2	Viridia	VR Temple: Beta	Recovery Barrier	0.0005493177473577816
hard	2	Viridia	VR Temple: Beta	Amplifier of Barta	0.0008544890582676089
hard	2	Greenill	VR Temple: Beta	Blue Barrier	0.0005493177473577816
hard	2	Greenill	VR Temple: Beta	Amplifier of Barta	0.0008544890582676089
hard	2	Skyly	VR Temple: Beta	Assist Barrier	0.0005493177473577816
hard	2	Bluefull	VR Temple: Beta	Blue Barrier	0.0005493177473577816
hard	2	Purplenum	VR Temple: Beta	Recovery Barrier	0.0005493177473577816
hard	2	Purplenum	VR Temple: Beta	Amplifier of Barta	0.0008544890582676089
hard	2	Pinkal	VR Temple: Beta	Blue Barrier	0.0005493177473577816
hard	2	Pinkal	VR Temple: Beta	Amplifier of Barta	0.0008544890582676089
hard	2	Redria	VR Temple: Beta	Assist Barrier	0.0005493177473577816
hard	2	Redria	VR Temple: Beta	AddSlot	0.0008544890582676089
hard	2	Oran	VR Temple: Beta	Assist Barrier	0.0005493177473577816
hard	2	Yellowboze	VR Temple: Beta	Red Barrier	0.0005493177473577816
hard	2	Whitill	VR Temple: Beta	Blue Barrier	0.0005493177473577816
hard	2	Whitill	VR Temple: Beta	Yellow Barrier	0.0005493177473577816
hard	2	Whitill	VR Temple: Beta	Amplifier of Barta	0.0008544890582676089
hard	2	Viridia	VR Spaceship: Alpha	Recovery Barrier	0.0005493177473577816
hard	2	Viridia	VR Spaceship: Alpha	Amplifier of Foie	0.0008544890582676089
hard	2	Greenill	VR Spaceship: Alpha	Blue Barrier	0.0005493177473577816
hard	2	Skyly	VR Spaceship: Alpha	Assist Barrier	0.0005493177473577816
hard	2	Skyly	VR Spaceship: Alpha	Amplifier of Foie	0.0008544890582676089
hard	2	Bluefull	VR Spaceship: Alpha	Blue Barrier	0.0005493177473577816
hard	2	Bluefull	VR Spaceship: Alpha	Amplifier of Foie	0.0008544890582676089
hard	2	Purplenum	VR Spaceship: Alpha	Recovery Barrier	0.0005493177473577816
hard	2	Pinkal	VR Spaceship: Alpha	Blue Barrier	0.0005493177473577816
hard	2	Pinkal	VR Spaceship: Alpha	AddSlot	0.0008544890582676089
hard	2	Pinkal	VR Spaceship: Alpha	Amplifier of Foie	0.0008544890582676089
hard	2	Redria	VR Spaceship: Alpha	Assist Barrier	0.0005493177473577816
hard	2	Redria	VR Spaceship: Alpha	Amplifier of Foie	0.0008544890582676089
hard	2	Oran	VR Spaceship: Alpha	Assist Barrier	0.0005493177473577816
hard	2	Oran	VR Spaceship: Alpha	Amplifier of Foie	0.0008544890582676089
hard	2	Yellowboze	VR Spaceship: Alpha	Red Barrier	0.0005493177473577816
hard	2	Yellowboze	VR Spaceship: Alpha	AddSlot	0.0008544890582676089
hard	2	Whitill	VR Spaceship: Alpha	Blue Barrier	0.0005493177473577816
hard	2	Whitill	VR Spaceship: Alpha	Yellow Barrier	0.0005493177473577816
hard	2	Whitill	VR Spaceship: Alpha	Amplifier of Foie	0.0008544890582676089
hard	2	Viridia	VR Spaceship: Beta	Amplifier of Gibarta	0.0008544890582676089
hard	2	Greenill	VR Spaceship: Beta	Amplifier of Gibarta	0.0008544890582676089
hard	2	Purplenum	VR Spaceship: Beta	AddSlot	0.0008544890582676089
hard	2	Purplenum	VR Spaceship: Beta	Amplifier of Gibarta	0.0008544890582676089
hard	2	Pinkal	VR Spaceship: Beta	Amplifier of Gibarta	0.0008544890582676089
hard	2	Whitill	VR Spaceship: Beta	Amplifier of Gibarta	0.0008544890582676089
hard	2	Viridia	Jungle North	Arms	0.0021972709894311263
hard	2	Viridia	Jungle North	Gungnir	0.0021972709894311263
hard	2	Viridia	Jungle North	Red Barrier	0.0008544890582676089
hard	2	Greenill	Jungle North	Laser	0.0021972709894311263
hard	2	Greenill	Jungle North	Ripper	0.0021972709894311263
hard	2	Skyly	Jungle North	Calibur	0.0021972709894311263
hard	2	Skyly	Jungle North	Laser	0.0021972709894311263
hard	2	Skyly	Jungle North	Red Barrier	0.0008544890582676089
hard	2	Bluefull	Jungle North	Gungnir	0.0021972709894311263
hard	2	Bluefull	Jungle North	Pillar	0.0021972709894311263
hard	2	Bluefull	Jungle North	AddSlot	0.0008544890582676089
hard	2	Bluefull	Jungle North	Amplifier of Gizonde	0.0008544890582676089
hard	2	Bluefull	Jungle North	Red Barrier	0.0008544890582676089
hard	2	Purplenum	Jungle North	Vulcan	0.0021972709894311263
hard	2	Purplenum	Jungle North	Ripper	0.0021972709894311263
hard	2	Purplenum	Jungle North	Amplifier of Gizonde	0.0008544890582676089
hard	2	Pinkal	Jungle North	Scepter	0.0021972709894311263
hard	2	Pinkal	Jungle North	Gungnir	0.0021972709894311263
hard	2	Pinkal	Jungle North	Amplifier of Gizonde	0.0008544890582676089
hard	2	Pinkal	Jungle North	Red Barrier	0.0008544890582676089
hard	2	Redria	Jungle North	Diska	0.0021972709894311263
hard	2	Redria	Jungle North	Arms	0.0021972709894311263
hard	2	Redria	Jungle North	Red Barrier	0.0008544890582676089
hard	2	Redria	Jungle North	AddSlot	0.0008544890582676089
hard	2	Redria	Jungle North	Amplifier of Gizonde	0.0008544890582676089
hard	2	Redria	Jungle North	Red Barrier	0.0008544890582676089
hard	2	Oran	Jungle North	Ripper	0.0021972709894311263
hard	2	Oran	Jungle North	Calibur	0.0021972709894311263
hard	2	Oran	Jungle North	Red Barrier	0.0008544890582676089
hard	2	Oran	Jungle North	Amplifier of Gizonde	0.0008544890582676089
hard	2	Oran	Jungle North	Red Barrier	0.0008544890582676089
hard	2	Yellowboze	Jungle North	Red Barrier	0.0008544890582676089
hard	2	Whitill	Jungle North	Diska	0.0021972709894311263
hard	2	Whitill	Jungle North	Vulcan	0.0021972709894311263
hard	2	Whitill	Jungle North	Red Barrier	0.0008544890582676089
hard	2	Viridia	Jungle East	Mag	0.008788890841975743
hard	2	Viridia	Jungle East	Amplifier of Gifoie	0.0008544890582676089
hard	2	Greenill	Jungle East	Mag	0.008788890841975743
hard	2	Skyly	Jungle East	Mag	0.008788890841975743
hard	2	Skyly	Jungle East	AddSlot	0.0008544890582676089
hard	2	Skyly	Jungle East	Amplifier of Gifoie	0.0008544890582676089
hard	2	Bluefull	Jungle East	Mag	0.008788890841975743
hard	2	Bluefull	Jungle East	Amplifier of Gifoie	0.0008544890582676089
hard	2	Bluefull	Jungle East	Yellow Barrier	0.0008544890582676089
hard	2	Purplenum	Jungle East	Mag	0.008788890841975743
hard	2	Purplenum	Jungle East	Yellow Barrier	0.0008544890582676089
hard	2	Pinkal	Jungle East	Mag	0.008788890841975743
hard	2	Pinkal	Jungle East	Amplifier of Gifoie	0.0008544890582676089
hard	2	Pinkal	Jungle East	Yellow Barrier	0.0008544890582676089
hard	2	Redria	Jungle East	Mag	0.008788890841975743
hard	2	Redria	Jungle East	Yellow Barrier	0.0008544890582676089
hard	2	Redria	Jungle East	Amplifier of Gifoie	0.0008544890582676089
hard	2	Redria	Jungle East	Yellow Barrier	0.0008544890582676089
hard	2	Oran	Jungle East	Mag	0.008788890841975743
hard	2	Oran	Jungle East	Yellow Barrier	0.0008544890582676089
hard	2	Oran	Jungle East	Amplifier of Gifoie	0.0008544890582676089
hard	2	Oran	Jungle East	Yellow Barrier	0.0008544890582676089
hard	2	Yellowboze	Jungle East	Mag	0.008788890841975743
hard	2	Yellowboze	Jungle East	AddSlot	0.0008544890582676089
hard	2	Yellowboze	Jungle East	Yellow Barrier	0.0008544890582676089
hard	2	Whitill	Jungle East	Mag	0.008788890841975743
hard	2	Whitill	Jungle East	Amplifier of Gifoie	0.0008544890582676089
hard	2	Viridia	Mountain	Mag	0.006835737234260716
hard	2	Viridia	Mountain	Arms	0.002685573101299817
hard	2	Viridia	Mountain	Gungnir	0.002685573101299817
hard	2	Greenill	Mountain	Mag	0.00390625
hard	2	Greenill	Mountain	Laser	0.002685573101299817
hard	2	Greenill	Mountain	Ripper	0.002685573101299817
hard	2	Greenill	Mountain	AddSlot	0.0008544890582676089
hard	2	Skyly	Mountain	Mag	0.00390625
hard	2	Skyly	Mountain	Calibur	0.002685573101299817
hard	2	Skyly	Mountain	Laser	0.002685573101299817
hard	2	Bluefull	Mountain	Mag	0.00390625
hard	2	Bluefull	Mountain	Gungnir	0.002685573101299817
hard	2	Bluefull	Mountain	Pillar	0.002685573101299817
hard	2	Bluefull	Mountain	Amplifier of Razonde	0.0008544890582676089
hard	2	Purplenum	Mountain	Mag	0.00390625
hard	2	Purplenum	Mountain	Vulcan	0.002685573101299817
hard	2	Purplenum	Mountain	Ripper	0.002685573101299817
hard	2	Purplenum	Mountain	Amplifier of Razonde	0.0008544890582676089
hard	2	Pinkal	Mountain	Mag	0.00390625
hard	2	Pinkal	Mountain	Scepter	0.002685573101299817
hard	2	Pinkal	Mountain	Gungnir	0.002685573101299817
hard	2	Pinkal	Mountain	Amplifier of Razonde	0.0008544890582676089
hard	2	Redria	Mountain	Mag	0.00390625
hard	2	Redria	Mountain	Diska	0.002685573101299817
hard	2	Redria	Mountain	Arms	0.002685573101299817
hard	2	Redria	Mountain	AddSlot	0.0008544890582676089
hard	2	Redria	Mountain	Amplifier of Razonde	0.0008544890582676089
hard	2	Oran	Mountain	Mag	0.00390625
hard	2	Oran	Mountain	Ripper	0.002685573101299817
hard	2	Oran	Mountain	Calibur	0.002685573101299817
hard	2	Oran	Mountain	Amplifier of Razonde	0.0008544890582676089
hard	2	Yellowboze	Mountain	Mag	0.00390625
hard	2	Whitill	Mountain	Mag	0.00390625
hard	2	Whitill	Mountain	Diska	0.002685573101299817
hard	2	Whitill	Mountain	Vulcan	0.002685573101299817
hard	2	Viridia	Seaside 	Amplifier of Rabarta	0.0008544890582676089
hard	2	Viridia	Seaside 	Blue Barrier	0.0008544890582676089
hard	2	Greenill	Seaside 	Amplifier of Rabarta	0.0008544890582676089
hard	2	Greenill	Seaside 	Amplifier of Blue	0.0008544890582676089
hard	2	Greenill	Seaside 	Blue Barrier	0.0008544890582676089
hard	2	Purplenum	Seaside 	Amplifier of Rabarta	0.0008544890582676089
hard	2	Purplenum	Seaside 	Blue Barrier	0.0008544890582676089
hard	2	Pinkal	Seaside 	Amplifier of Rabarta	0.0008544890582676089
hard	2	Pinkal	Seaside 	Amplifier of Blue	0.0008544890582676089
hard	2	Pinkal	Seaside 	Blue Barrier	0.0008544890582676089
hard	2	Redria	Seaside 	Amplifier of Blue	0.0008544890582676089
hard	2	Redria	Seaside 	Blue Barrier	0.0008544890582676089
hard	2	Oran	Seaside 	Amplifier of Blue	0.0008544890582676089
